113.237,52.508,60.728,20.0963333
112.939,48.256,64.682,20.3943333
112.442,43.919,68.523,20.8913333
111.749,39.505,72.243,21.5843333
110.859,35.022,75.837,22.4743333
109.775,30.478,79.297,23.5583333
108.499,25.88,82.618,24.8343333
107.032,21.237,85.795,26.3013333
105.377,16.556,88.821,27.9563333
103.538,11.846,91.691,29.7953333
101.516,7.116,94.4,31.8173333
99.317,2.373,96.944,34.0163333
96.944,-2.374,99.317,36.3893333
