3.46121381848979E-02,.037901,169.941723236996,81.1169799475122,88.8247432894839

3.12284104563473E-02,4.108597E-02,169.475924608054,73.186878292468,96.2890463155862

2.77590878548606E-02,4.415833E-02,168.54560897461,65.0561765602348,103.489432414375

2.42136795492656E-02,4.710966E-02,167.153313428522,56.747160431431,110.406152997091

2.06019032539442E-02,4.993186E-02,165.302867022894,48.2826043338735,117.02026268902

1.69336585932628E-02,.0526172,162.999337079552,39.685709019475,123.313628060077

1.32189991326771E-02,5.515832E-02,160.24904221646,30.9800360163653,129.269006200094

9.46810815226337E-03,5.754826E-02,157.059504301167,22.1894508517573,134.87005344941

5.69126533129768E-03,5.978046E-02,153.439483870456,13.338044973953,140.101438896503

1.89882336169933E-03,6.184881E-02,149.398899129859,4.45008094362798,144.948818186231

