149.398,4.45,144.948,50.602

153.439,13.338,140.101,46.561

157.059,22.189,134.87,42.941

160.249,30.98,129.269,39.751

162.999,39.685,123.313,37.001

165.302,48.282,117.02,34.698

167.153,56.747,110.406,32.847

168.545,65.056,103.489,31.455

169.475,73.186,96.289,30.525

169.941,81.116,88.824,30.059

169.941,88.824,81.116,30.059

